combination,trials_ok
"913.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 14/19"
"913.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 1/20"
"913.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"913.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"913.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 4/20"
"913.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 17/20"
"913.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 15/20"
"913.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 18/20"
"913.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 7/20"
"913.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 17/20"
"913.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 1/20"
"913.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 18/20"
"913.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 14/17"
"914.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 7/20"
"914.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"914.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 5/20"
"914.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"914.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 17/20"
"914.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 17/20"
"914.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 19/20"
"914.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 6/20"
"914.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 18/20"
"914.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 11/20"
"914.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"914.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 10/17"
"914.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 3/20"
"914.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"914.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 9/20"
"914.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 1/20"
"914.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 19/20"
"914.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 6/20"
"914.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 20/20"
"914.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 3/20"
"914.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"914.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 18/20"
"914.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 17/20"
"914.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 9/19"
"915.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 1/20"
"915.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"915.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 1/20"
"915.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"915.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 10/20"
"915.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 13/20"
"915.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 13/20"
"915.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 18/20"
"915.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"915.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 19/19"
"915.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 19/20"
"915.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 13/16"
"915.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"915.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"915.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 1/20"
"915.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 5/20"
"915.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 15/20"
"915.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 18/20"
"915.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 13/20"
"915.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 17/20"
"915.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 15/20"
"915.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 19/20"
"915.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 16/19"
"915.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 9/18"
"916.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 4/20"
"916.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 2/20"
"916.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 13/20"
"916.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 7/20"
"916.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 15/20"
"916.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 18/20"
"916.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 10/20"
"916.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 18/20"
"916.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 19/20"
"916.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 12/20"
"916.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 18/18"
"916.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 4/17"
"916.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 9/20"
"916.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 7/20"
"916.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 14/20"
"916.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 14/20"
"916.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 14/20"
"916.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 18/20"
"916.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 14/20"
"916.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 11/20"
"916.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 18/19"
"916.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 20/20"
"916.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 17/19"
"916.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 16/18"
"917.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"917.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"917.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 2/20"
"917.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"917.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"917.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 18/20"
"917.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 15/20"
"917.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 18/20"
"917.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 15/20"
"917.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 18/19"
"917.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 18/19"
"917.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 17/18"
"917.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"917.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"917.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 9/20"
"917.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 1/20"
"917.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 12/20"
"917.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 8/20"
"917.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"917.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 14/20"
"917.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"917.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 16/20"
"917.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 14/18"
"917.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 1/19"
"918.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"918.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"918.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 13/20"
"918.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 5/20"
"918.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 17/20"
"918.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 17/20"
"918.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 15/20"
"918.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 6/20"
"918.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 18/20"
"918.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 20/20"
"918.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 20/20"
"918.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 5/18"
"918.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"918.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"918.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 10/20"
"918.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 1/20"
"918.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 18/20"
"918.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 3/20"
"918.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 18/20"
"918.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 1/20"
"918.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 18/20"
"918.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 19/20"
"918.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 16/19"
"918.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 7/16"
"919.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"919.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"919.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"919.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"919.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"919.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"919.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 4/20"
"919.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"919.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 13/20"
"919.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 6/20"
"919.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"919.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 5/15"
"919.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"919.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"919.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"919.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"919.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 5/20"
"919.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 4/20"
"919.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 17/20"
"919.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 12/20"
"919.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"919.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 20/20"
"919.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"919.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 19/20"
"920.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"920.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/19"
"920.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"920.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"920.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 3/20"
"920.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 2/14"
"920.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 14/20"
"920.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 17/20"
"920.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 13/20"
"920.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 19/20"
"920.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 9/17"
"920.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 17/18"
"920.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"920.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"920.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 1/20"
"920.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"920.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 13/20"
"920.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 5/20"
"920.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 12/20"
"920.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 7/20"
"920.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 13/20"
"920.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 18/20"
"920.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 11/19"
"920.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 16/18"
"921.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"921.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"921.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 5/20"
"921.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 4/20"
"921.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 12/20"
"921.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 3/20"
"921.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 11/20"
"921.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 12/20"
"921.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 16/20"
"921.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 13/20"
"921.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 15/18"
"921.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 14/18"
"921.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"921.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"921.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"921.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"921.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"921.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"921.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 15/20"
"921.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 4/20"
"921.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 10/20"
"921.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 6/20"
"921.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 8/18"
"921.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 16/20"
"922.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"922.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"922.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"922.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"922.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"922.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"922.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"922.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"922.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 3/20"
"922.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 2/18"
"922.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 7/19"
"922.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 0/17"
"922.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"922.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"922.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"922.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"922.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 11/20"
"922.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 1/20"
"922.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 15/20"
"922.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 12/20"
"922.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 9/20"
"922.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 15/20"
"922.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 13/20"
"922.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 14/20"
"923.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"923.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"923.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"923.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"923.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 18/20"
"923.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 15/20"
"923.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 17/20"
"923.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 20/20"
"923.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 16/19"
"923.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 20/20"
"923.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 17/20"
"923.000 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 17/17"
"923.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"923.500 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"923.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"923.500 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"923.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 15/20"
"923.500 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 16/20"
"923.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 18/20"
"923.500 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 18/20"
"923.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 18/20"
"923.500 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 20/20"
"923.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [a2b]: 17/20"
"923.500 MHz, BW 500 kHz, SF12, CR4/5, 22 dBm, preamble 32 [b2a]: 19/19"
"924.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"924.000 MHz, BW 500 kHz, SF7, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"924.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [a2b]: 0/20"
"924.000 MHz, BW 500 kHz, SF8, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"924.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [a2b]: 2/20"
"924.000 MHz, BW 500 kHz, SF9, CR4/5, 22 dBm, preamble 32 [b2a]: 0/20"
"924.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [a2b]: 3/20"
"924.000 MHz, BW 500 kHz, SF10, CR4/5, 22 dBm, preamble 32 [b2a]: 3/20"
"924.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [a2b]: 11/20"
"924.000 MHz, BW 500 kHz, SF11, CR4/5, 22 dBm, preamble 32 [b2a]: 5/20"
